short_name,guitar_easy,guitar_medium,guitar_hard,guitar_expert,bass_easy,bass_medium,bass_hard,bass_expert,drums_easy,drums_medium,drums_hard,drums_expert,guitar_base_easy,guitar_base_medium,guitar_base_hard,guitar_base_expert,bass_base_easy,bass_base_medium,bass_base_hard,bass_base_expert,drums_base_easy,drums_base_medium,drums_base_hard,drums_base_expert,drums_allfills_easy,drums_allfills_medium,drums_allfills_hard,drums_allfills_expert,percussion_hits,nonpercussion_phrases,length
ramblinman,400,587,927,1277,469,796,969,1012,1270,1598,1925,3197,12487,23612,35227,46449,12130,20434,25791,27151,31750,39950,48125,79925,23475,29725,35125,59050,311,27,318.1839135
rattlesnakeshake,297,398,590,899,238,358,485,670,588,840,1070,1290,7890,13698,21448,29756,6409,9409,13178,17786,14700,21000,26750,32250,11400,16750,20525,24575,26,39,221.270898
readysetgo,248,476,694,891,210,397,585,694,473,770,1115,1304,6486,12186,35015,43506,5634,10309,15510,18280,11825,19250,27875,32600,9525,15150,21525,25350,0,43,217.0428875
realgoodlooking,192,307,478,672,159,281,411,471,829,1203,1527,1870,4920,16656,26303,32859,7470,10913,14778,16656,20725,30075,38175,46750,16100,23300,28600,33650,28,40,341.349378
realwildchild,223,333,606,754,198,371,659,747,501,707,1020,1167,5962,12524,21872,26845,5329,9915,17232,19422,12525,17675,25500,29175,10200,14275,20525,23200,0,70,198.448179375
realworld,239,315,559,742,253,505,641,816,640,914,1224,1494,7028,11928,25110,33081,6571,12886,16286,21768,16000,22850,30600,37350,12675,17900,23225,27975,0,59,235.9566795
rebelgirl1,161,259,514,560,200,321,602,641,613,674,884,995,4172,11820,23680,27349,5078,8103,15128,16103,15325,16850,22100,24875,11625,12850,16875,18725,0,36,151.357587
rebelyell,276,453,659,945,358,706,1039,1397,940,1481,2181,2255,9063,18603,27385,36627,9214,17944,26278,35348,23500,37025,54525,56375,18250,28625,42050,42750,0,40,293.034241
redbarchetta,407,688,1037,1201,355,582,835,988,907,1239,1998,2719,10376,17826,33073,38750,9707,15909,22384,26754,22675,30975,49950,67975,18100,24600,39075,51500,126,38,394.0572395
reddevil,294,447,736,1229,293,528,898,1127,660,977,1188,1415,8070,14155,22270,34629,7391,13437,22875,28610,16525,24475,29775,35475,13200,19025,22700,26175,0,34,246.123613
redtandy,616,643,869,1055,588,714,993,1176,889,1196,1544,1824,17139,23975,36124,44424,15059,18170,27882,32784,22225,29900,38600,45600,17350,23150,29275,34250,227,25,350.22364725
reeducation,238,415,680,768,260,471,827,926,608,821,1083,1304,6853,16090,28126,30911,6545,11820,21440,23915,15200,20525,27075,32600,12675,17050,22000,26250,0,39,222.15787
refugee,262,473,685,918,291,457,671,982,1048,1564,1886,2183,7801,18681,28647,37363,7941,11911,19223,26946,26225,39150,47200,54650,20900,31350,36450,40250,128,36,332.840483777
rehash,139,287,460,661,163,256,480,637,655,996,1228,1444,4045,12745,18307,24938,4396,6721,12582,16507,16375,24900,30700,36100,12625,19200,23450,27800,26,32,220.80626
reinventingyourexit,299,513,853,1004,273,486,723,872,750,1108,1468,1819,8153,20467,34835,41129,7827,13281,20608,24330,18750,27700,36700,45475,14575,21650,27975,34150,0,49,264.77298
release,261,337,512,693,247,301,418,473,460,819,1198,1414,9630,11623,20155,28669,9044,10433,13880,16512,11500,20475,29950,35350,8725,15825,23025,26050,0,39,317.589456
renegade,160,271,414,725,160,317,400,489,483,784,1120,1474,4707,11181,16543,26183,4282,8225,10309,13473,12075,19600,28000,36850,9875,15900,22725,28825,32,46,258.685866
reptilia,369,503,712,863,467,827,963,963,715,895,1451,1624,9459,13334,23265,29450,11675,20675,24075,24075,17875,22375,36275,40600,14625,18100,29350,32800,37,40,216.573567
rescueme,208,366,511,640,242,404,707,715,582,733,961,1050,6190,10248,24099,27488,6380,10484,18251,19120,14550,18325,24025,26250,11400,14325,18550,19675,23,43,190.983508
reyourbrains,176,353,591,709,169,297,381,409,539,671,860,968,4618,16089,28513,39655,4753,7953,10845,12693,13475,16775,21500,24200,10175,13000,16075,17450,0,65,273.3484375
riadnthebedouins,227,404,652,1078,221,399,603,816,451,674,1053,1309,6129,12468,20165,32315,5642,10206,15496,21259,11275,16850,26325,32725,8950,13100,20125,24650,0,41,218.76895
rideawhiteswan,149,260,383,506,176,263,350,397,300,356,481,481,4325,10027,14193,17443,4538,6713,8894,10072,7500,8900,12025,12025,6200,7300,9925,9925,26,31,146.63334
ridethelightning,712,1348,1640,2224,740,1287,1652,1994,1009,1873,2861,3225,19514,40028,51587,66348,19362,33010,42316,50833,25225,46825,71525,80625,21000,40500,61250,67425,90,36,398.53483625
ridingonthewind,273,304,458,546,265,467,894,894,477,745,1144,1492,8220,9199,19591,22613,6706,11768,22500,22638,11925,18625,28600,37300,9925,15225,23450,30325,40,28,190.714514
ridinthehook,237,339,555,778,251,467,672,878,681,1001,1158,1670,6330,14525,25040,34337,6299,11699,16824,23072,17025,25025,28950,41750,13200,19450,21775,31400,0,56,180.296702
ridinthestormout,279,417,793,995,230,343,643,655,807,1070,1764,2289,7743,16508,28952,34041,7154,10126,18520,18805,20175,26750,44100,57225,15575,20825,33575,42975,91,48,261.60418
ringoffire,300,565,870,976,323,628,1029,1071,769,1272,1442,2018,8406,26652,41200,47131,8147,15772,25938,28740,19250,31850,36100,50525,15175,25025,28175,39575,0,35,232.25165375
rio,188,297,476,706,401,567,1040,1421,919,1314,2311,3252,8237,11070,22228,29632,10343,14499,26643,36939,22975,32850,57775,81300,17800,25225,43900,62125,60,39,326.71743375
roam,523,553,754,883,464,649,892,892,1114,1489,1858,2241,15286,16573,35477,39935,12239,17480,24929,24986,27850,37225,46450,56025,20775,27850,34600,41425,21,43,308.2772065
robtheprezodent,156,263,448,837,128,230,401,499,520,762,1000,1327,4585,8368,13375,24431,3412,5987,10294,12777,13000,19050,25000,33175,10675,15525,20000,26300,0,63,182.691462
rockandrollband,270,300,572,617,284,315,617,643,459,885,1050,1314,8460,13469,22030,23671,7946,8937,16531,17181,11475,22125,26250,32850,9050,17750,20975,26325,0,39,181.57997275
rockandrollcreation,187,279,388,469,177,290,427,441,374,687,907,1173,6709,11736,15849,17926,5766,8591,12295,14192,9400,17250,22775,29500,7650,13925,18050,22550,0,27,290.31638825
rockandrollstar,582,645,938,1046,783,1010,1175,1214,1075,1535,2322,2519,18459,24611,37616,43733,20069,25860,30075,32775,26875,38375,58050,62975,21000,30175,45125,48100,55,46,361.732156
rockawaybeach,240,608,612,654,235,380,707,707,488,771,965,1201,6000,15200,30550,32050,5875,9500,17675,17675,12200,19275,24125,30025,10750,17075,21350,26500,0,41,125.11303
rockinamerica,274,438,777,1066,274,513,742,952,800,1139,1389,1592,9126,16783,26780,33974,7732,13695,20842,26026,20100,28625,35075,40250,15725,22350,26950,30575,0,42,257.4592275
rockme,211,336,492,656,166,305,397,465,483,744,898,1066,5275,13621,18713,24352,4204,7709,10054,12756,12075,18600,22450,26650,9800,15125,18200,21300,0,51,202.123473333
rocknme,369,687,778,851,214,397,694,719,618,997,1139,1253,9477,17427,27096,31246,5573,10148,17611,18414,15450,24925,28475,31325,12100,19325,22000,24325,0,41,207.472816
rocknrolldream,214,303,570,674,191,320,621,641,601,751,1060,1237,6076,13396,24314,27706,5024,8294,15837,16568,15025,18775,26500,30925,11875,14850,20925,24225,28,37,203.6648055
rocknrollhighschool,184,241,402,705,184,337,504,649,551,727,935,1345,4743,12186,17116,24691,4743,8583,12764,16389,13775,18175,23375,33625,11125,14575,18675,26700,0,43,140.506930329
rocknrollnightmare,202,307,497,623,200,340,660,667,416,640,1028,1226,5953,13126,19254,23279,5720,9235,17435,17899,10400,16000,25700,30650,8500,12950,20100,23900,30,19,196.794622262
rockrebellion,401,485,645,772,486,655,758,853,780,1146,1328,1487,12028,17194,22365,26310,13492,17728,21139,23497,19500,28650,33200,37175,17475,25625,29325,32700,71,37,289.8306955
rockyoursocks,270,521,803,1016,273,533,763,996,609,790,1003,1690,7113,13517,25071,36430,6825,13445,19908,25798,15225,19750,25075,42250,12150,15675,19425,32850,0,53,206.791307287
rollwiththechanges,326,471,794,1369,341,740,1008,1471,990,1319,1637,2053,9462,19060,31415,52484,8830,18921,25627,37343,24775,33025,40975,51400,19625,26450,31875,39925,112,48,335.116705
rooftops,353,562,920,1212,272,506,741,938,458,760,1086,1446,9083,24289,39486,59585,6938,12788,18729,23714,11450,19000,27150,36150,9050,15275,21225,27675,0,52,250.2160065
rooster,229,297,488,561,277,350,540,604,544,709,938,1085,8317,16761,24154,28993,8494,10709,16394,18162,13600,17725,23450,27125,10575,13950,17775,20075,0,47,378.594557
roundandround,388,460,732,1018,297,516,813,832,871,1235,1592,1758,10471,13600,25214,32884,7701,13236,21204,21679,21775,30875,39800,43950,17800,24725,31650,34775,73,40,267.631641
roxanne,316,426,430,437,232,232,340,366,373,849,955,1093,8809,11481,23062,25111,6520,6520,9220,9870,9325,21225,23875,27325,8500,19825,22225,25475,0,23,179.243589
ruby,224,237,385,491,161,248,384,453,522,855,1134,1651,6560,10250,15513,19045,4439,6659,10875,12871,13050,21375,28350,41275,10425,17400,23100,33425,0,54,203.396721
rubysoho,206,354,592,831,161,285,388,469,439,731,1144,1252,5276,17553,30617,37415,5084,8463,12019,14044,10975,18275,28600,31300,8750,14200,22025,23900,0,26,160.012525
rudemood,320,618,1323,2174,272,543,1102,1499,666,795,1165,3111,8148,18112,39624,63349,6961,13747,27722,37647,16650,19875,29125,77775,12675,15125,22175,59150,0,0,281.414888
runnindownadream,287,373,572,819,353,705,1321,1409,943,1311,1755,1845,10286,18758,27813,35049,8825,17625,33025,35225,23575,32775,43875,46125,18525,25575,33850,35350,0,49,259.026166158
running,193,355,547,723,148,292,452,452,496,684,761,824,4963,9013,13945,18345,4036,7636,12824,12824,12400,17100,19025,20600,10025,13800,15200,16500,0,42,240.2652825
runningwild,260,402,616,761,275,545,1032,1082,696,952,1516,1925,7518,16582,26740,33222,6947,13700,25878,27131,17400,23800,37900,48125,13225,18225,28775,36600,39,41,219.282928
runtothehills,315,336,523,691,528,997,1010,1370,808,1259,1975,2607,14622,16979,27946,34075,13818,25549,25985,34994,21775,33075,51000,66800,18775,28275,43300,56300,0,38,236.412749
runtothehills2,202,287,510,696,282,508,903,1396,745,1075,1589,2547,8117,15484,24081,31380,7552,13202,23308,35591,18650,26925,39800,63775,14900,21900,31600,49275,0,39,232.075691
rustinpeace,418,770,1338,1844,425,702,1350,1786,996,1514,2260,2875,11222,26601,45633,61012,10841,18412,34782,46845,24900,37850,56500,71875,20225,30500,45950,57050,0,63,335.23005345
sabotage,244,370,626,645,232,274,784,793,422,588,733,830,6181,14410,27552,28654,5935,6949,19699,20264,10550,14700,18325,20750,9275,13275,16425,18400,0,29,177.65731725
saintsoflosangeles,282,373,561,889,327,407,644,846,572,792,1027,1191,7595,12311,19242,28244,8290,10296,16392,22385,14300,19800,25675,29775,11400,15775,20100,22900,13,42,204.124508
saluteyoursolution,231,300,422,531,152,267,328,360,510,679,811,930,6225,11266,15717,19302,4460,7719,9898,11382,12750,16975,20275,23250,9950,13400,15875,17975,8,45,182.486280658
sameolsituation,252,366,572,810,204,339,597,645,668,922,1136,1363,7440,15473,27046,38706,6618,9999,16803,18531,16700,23050,28400,34075,13400,18600,22125,26375,0,69,257.465518
satchboogie,254,402,676,1297,200,313,474,599,655,861,1274,1531,7627,11606,19847,36644,6078,8903,12958,16190,16375,21525,31850,38275,13475,17650,25725,30625,0,0,194.983122
satelliteradio,335,448,758,986,232,423,677,935,671,1040,1308,1489,8375,11200,18975,29015,5800,10575,16925,23660,16775,26000,32700,37225,12700,19825,24325,27750,14,47,243.332725
saucyjack,77,157,194,271,81,155,176,187,178,247,414,628,2153,5463,8337,11915,2238,4166,5155,5440,4450,6175,10350,15700,3800,5400,8700,13425,0,20,100.626209
savior,278,463,851,1046,256,423,690,890,525,740,1226,1473,8222,19345,33096,38916,7642,11855,18656,23653,13125,18500,30650,36825,10725,15725,25200,29500,0,69,242.63655
sayitaintso,233,326,408,480,186,266,355,357,544,799,936,1003,6818,11764,18402,20527,5169,7190,10216,10264,13600,19975,23400,25075,11775,17300,19950,21050,24,31,260.62723
school,174,306,467,660,188,330,525,616,428,619,1042,1375,5137,11003,16948,23259,4895,8445,14328,16603,10700,15475,26050,34375,8625,12775,20175,25200,0,29,161.564393162
schoolsoutlive,214,286,426,643,227,379,564,736,396,617,855,1191,7030,12061,17109,23893,6494,10350,15168,19465,9925,15475,21450,29875,7250,11675,15475,21300,0,33,216.6525445
sciencegeniusgirl,193,255,381,468,212,423,583,831,542,1070,1219,1605,6712,8406,11649,14238,5300,10575,14575,20818,13550,26750,30475,40125,10450,21025,23525,31175,0,38,192.674677021
scraped,210,378,587,911,206,359,513,655,473,651,849,1070,5595,10088,16288,25834,5435,9473,13944,17920,11825,16275,21225,26750,9675,13175,16750,21275,0,39,210.75164
screamingfor,540,572,844,1109,483,828,894,1614,994,1514,1842,2244,16555,23194,37285,44877,13245,22100,24281,42386,24875,37900,46100,56150,19550,29725,35475,43125,72,45,287.082193075
seaandsand,286,449,781,975,285,398,674,795,977,1296,1697,2214,8275,16087,25677,31989,8278,11266,18800,22808,24425,32400,42425,55350,18825,26025,32550,40950,72,59,308.431879
seeyou,186,281,454,481,162,327,369,442,428,491,610,811,4849,10198,15411,17733,4203,8328,9396,11221,10700,12275,15250,20275,8525,9875,11950,16075,0,31,152.670032667
selfesteem,265,322,592,873,337,400,729,900,763,1201,1554,1868,6625,15842,29968,40719,8425,10000,19176,23457,19075,30025,38850,46700,17100,26775,34525,41225,0,63,260.412141
seven,672,705,1228,1273,679,681,1304,1301,910,1323,1579,1615,17397,35574,60299,67004,18073,18147,33725,33668,22750,33075,39475,40375,17675,25800,29600,29650,0,62,253.587286
sexonfire,239,415,638,801,213,368,666,732,566,857,1278,1563,6713,14382,23899,29256,5325,9260,16746,18414,14150,21425,31950,39075,11025,16600,24350,29425,0,28,207.837083
sextypething,317,491,674,763,309,481,683,685,571,899,998,1132,10384,16493,25128,29295,8613,12913,18845,18895,14275,22475,24950,28300,10825,17275,19075,21525,0,39,219.307504
shacklersrevenge,257,362,642,991,250,391,804,1074,519,722,927,1064,7637,12183,19705,29167,6250,9775,20238,27011,12975,18050,23175,26600,10000,13875,17675,20150,60,42,216.5878335
shake,449,576,877,977,292,379,706,712,781,1129,1444,1533,13328,19824,31268,36004,8782,10993,19231,19363,19550,28275,36175,38400,16600,24200,30250,32025,14,57,279.7427035
shedoes,127,158,245,294,113,172,176,204,429,503,589,675,4309,8876,12986,16016,3587,5725,6440,7140,10725,12575,14725,16875,8050,9600,11125,12525,0,27,112.231674904
shegoesdown,329,480,651,842,279,453,779,808,677,1135,1410,1636,9993,13702,21779,28256,7368,11766,21843,22562,16925,28375,35250,40900,13175,22175,27350,31500,61,55,275.54395
sheisahandsomewoman,168,260,382,386,152,247,300,318,405,699,891,1063,4342,6914,11408,18776,3877,6252,8204,9328,10125,17475,22275,26575,8100,13550,16975,20200,0,31,189.420191306
shesagenius,198,369,521,678,200,339,469,529,503,661,1017,1440,5427,16656,23311,37101,5156,8826,12100,13663,12575,16525,25425,36000,9875,12875,19800,28300,0,42,179.941168
shesahottie,230,245,386,482,181,231,337,437,452,658,859,1104,6344,8377,13839,16084,5227,6798,9941,12446,11300,16450,21475,27600,9575,13800,17275,22000,18,47,188.83174
shescountry,205,289,367,518,211,344,388,487,502,728,852,1025,6048,10912,13969,17840,5636,8961,10521,13515,12550,18200,21300,25625,9900,14625,16900,19300,0,45,223.144126
shesellssanctuary,331,404,823,884,252,498,873,986,660,904,1521,1606,8938,10784,28239,33005,6861,13011,22772,25727,16500,22600,38025,40150,12825,17250,29125,30100,29,52,255.128288179
shesfetching,240,379,485,597,216,321,422,440,578,783,1270,1398,6135,13362,17943,24734,5553,8207,10825,13569,14450,19575,31750,34950,11475,15425,24825,27275,0,27,169.583884863
shesnotthere,105,176,298,357,154,281,418,485,400,519,838,1015,2625,8425,13970,16424,4201,7376,10801,13160,10000,12975,20950,25375,8150,10700,17000,19700,0,35,143.404993988
shethinksmytractorssexy,213,364,540,702,222,434,614,717,604,875,1237,1427,6822,13470,18686,25363,5574,10873,16534,19109,15100,21875,30925,35675,12025,17325,23775,26875,11,48,252.0087033
shhh,287,521,848,912,322,634,1119,1146,842,1185,1749,2254,8885,14633,39476,45597,8410,16210,28487,31946,21050,29625,43725,56350,16575,23525,34225,42775,119,67,265.657339
shimmerandshine,205,329,584,681,232,343,520,623,555,783,1248,1584,5683,9841,19467,23156,5854,8935,13885,17249,13875,19575,31200,39600,11275,16150,24625,30250,38,40,187.284357
shiningstar,178,323,572,881,133,182,245,344,435,708,808,892,4476,8101,22078,33324,3424,4661,7304,10093,10875,17700,20200,22300,8975,14575,16150,17375,0,31,176.334625606
shockwave,361,544,889,1231,505,558,905,927,534,803,1111,1450,10130,15080,26611,37011,13381,14775,24768,25744,13350,20075,27775,36250,10450,16075,21475,27950,55,28,216.606576
shootingstar,352,543,714,857,257,654,909,1004,860,1318,1615,1805,10534,16196,30804,36345,6602,16857,23369,25746,21750,33275,40825,45625,18525,28975,35000,38625,16,54,393.984978
shoottherunner,158,272,377,451,281,405,505,522,498,631,820,1051,4612,7756,11058,13798,7181,10305,12853,14181,12450,15775,20500,26275,9925,12725,15550,18650,54,29,207.726362
shoottothrill_live,316,469,774,951,320,472,902,1110,887,1260,1874,2197,9613,20639,31329,43780,8609,12463,23512,29399,22200,31550,46925,55000,17175,24225,36075,41800,28,55,316.79157
shortandsweet,382,635,1009,1559,505,915,1074,1143,889,1168,1838,2680,12836,22453,32834,48594,12635,22933,27044,30803,22225,29200,45950,67000,16425,21850,34000,49825,179,24,397.238344
shouldertotheplow1,360,476,886,1631,416,484,888,1470,830,1214,1749,2439,9916,14156,25744,46308,10715,12505,22698,38130,20750,30350,43725,60975,16050,23950,33100,46075,130,26,293.0449125
shouldistay,148,361,393,465,140,200,371,406,568,938,1066,1147,4372,9527,20384,22732,3500,5000,9275,10162,14200,23450,26650,28675,11975,19550,22175,23925,18,36,191.46261
shouldvebeenacowboy,227,313,504,542,232,359,419,432,533,811,1281,1424,7523,11782,22605,24245,6970,10145,13490,13797,13325,20275,32025,35600,10725,16175,25350,28050,29,44,210.57667275
showmetheway,287,443,713,973,290,426,639,866,586,864,1215,1539,8489,13788,21224,30103,7697,11121,18171,24122,14650,21600,30375,38475,12000,17625,24250,30500,62,41,237.18468
sicksicksick,459,521,658,739,433,461,713,769,830,1187,1479,1653,18949,20957,25441,34357,11977,12677,19229,20377,20750,29675,36975,41325,18600,26400,32700,36275,0,36,219.04827975
silver,104,163,276,385,71,71,71,71,131,131,195,195,3608,5177,8940,11746,3664,3664,3870,4075,3275,3275,4875,4875,2625,2625,3900,3900,34,20,149.997277
simplekindoflife,252,494,657,743,191,337,484,554,588,867,1121,1283,6408,24116,36549,45866,5231,9097,14565,16884,14700,21675,28025,32075,11200,16500,20850,23225,0,45,264.357090333
simpleman,353,578,816,1085,450,549,841,915,713,1042,1311,1549,10198,15818,25727,32453,12519,14982,22712,29386,17825,26050,32775,38725,13675,20625,25450,29775,38,54,388.7019475
singthechanges,272,411,684,832,243,443,753,862,605,1129,1365,1650,7167,16348,26146,30232,6692,11858,19756,22488,15125,28225,34125,41250,11450,22000,25600,30725,62,26,245.926924875
sinwagon,210,378,705,1184,236,450,471,626,695,832,1336,1716,6336,10935,21664,34115,5964,11359,11884,15885,17375,20800,33400,42900,14375,17050,27400,33900,95,28,218.842909
sirpsychosexy,314,601,1101,1258,310,579,1034,1061,1194,1743,2114,2281,8817,22245,41560,48753,9413,16602,28769,29441,29850,43575,52850,57025,24850,37250,44025,46700,170,62,501.44157075
sistereurope,179,304,455,515,249,442,567,628,1104,1569,1696,1760,6672,11158,15748,17452,8289,13126,16557,18082,27600,39225,42400,44000,21050,29425,31750,32900,0,37,337.599230665
